ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C1,"Go all out and book the dream vacation, no regrets.","None","None",SC099C2O1,"The experience is absolutely worth it, and you create lifelong memories.","I2","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C1,"Go all out and book the dream vacation, no regrets.","None","None",SC099C2O2,"You overspend and come back home to a slightly terrifying credit card bill.","I8","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C2,"Look for budget-friendly alternatives without sacrificing fun.","None","None",SC099C3O3,"You find amazing deals and still have an unforgettable time.","I5","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C2,"Look for budget-friendly alternatives without sacrificing fun.","None","None",SC099C3O4,"The savings come at a cost, and some parts of the trip feel lackluster.","I10","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C3,"Convince a friend or family member to join you and split the costs.","None","None",SC099C4O5,"Traveling with company makes the trip even more enjoyable.","I6","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C3,"Convince a friend or family member to join you and split the costs.","None","None",SC099C4O6,"They turn out to be a terrible travel companion, and now you're stuck with them.","I12","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C4,"Put it off for now and wait for a better opportunity.","None","None",SC099C5O7,"You eventually find the perfect time and enjoy it even more.","I3","None"
SC099,"You finally have the time and resources for a big trip, something you’ve been dreaming about for years. But as you start planning, the sheer number of options—and expenses—gets overwhelming. How do you proceed?","None","AGE5",SC099C4,"Put it off for now and wait for a better opportunity.","None","None",SC099C5O8,"You never actually get around to going, and now you regret it.","I9","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C1,"Dive in and passionately argue your stance.","None","None",SC100C2O1,"You present a compelling case and win some people over.","I2","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C1,"Dive in and passionately argue your stance.","None","None",SC100C2O2,"It turns into a shouting match, and now Thanksgiving is awkward.","I8","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C2,"Stay neutral and try to de-escalate the situation.","None","None",SC100C3O3,"You successfully calm things down, and people start talking civilly.","I5","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C2,"Stay neutral and try to de-escalate the situation.","None","None",SC100C3O4,"Nobody listens, and now you're trapped in the middle of the chaos.","I10","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C3,"Crack a joke to lighten the mood and change the subject.","None","None",SC100C4O5,"Your humor defuses the tension, and everyone moves on.","I6","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C3,"Crack a joke to lighten the mood and change the subject.","None","None",SC100C4O6,"Your joke backfires, and now people are mad at you instead.","I12","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C4,"Pretend to get an urgent phone call and slip away.","None","None",SC100C5O7,"You escape successfully, and no one questions it.","I3","None"
SC100,"At a family gathering, a heated political debate erupts. Opinions are flying, voices are getting louder, and all eyes turn to you for your take. How do you respond?","None","AGE5",SC100C4,"Pretend to get an urgent phone call and slip away.","None","None",SC100C5O8,"Someone follows you, eager to continue the debate one-on-one.","I9","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C1,"Go all in and book the adventure of a lifetime.","None","None",SC101C2O1,"You set off on an unforgettable journey, making memories that will last forever.","I4","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C1,"Go all in and book the adventure of a lifetime.","None","None",SC101C2O2,"It’s overwhelming, and you spend more time worrying about logistics than enjoying the sights.","I10","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C2,"Take a small trip closer to home instead.","None","None",SC101C3O3,"A quiet getaway brings you unexpected joy without the stress.","I3","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C2,"Take a small trip closer to home instead.","None","None",SC101C3O4,"You regret not going bigger, feeling like you missed your chance.","I8","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C3,"Let someone else plan it and just go with the flow.","None","None",SC101C4O5,"Everything is handled for you, and you actually get to relax and enjoy.","I7","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C3,"Let someone else plan it and just go with the flow.","None","None",SC101C4O6,"You end up in places you don’t care about, wondering why you didn’t take control.","I12","None"
SC101,"After years of dreaming, you finally have the time to take that big trip. But now that it's here, you're hesitating. How do you proceed?","None","AGE6",SC101C4,"Decide to stay home and live vicariously through travel shows.","None","None",SC101C5O7,"Watching from the comfort of your couch is surprisingly fulfilling.","I5","None"
